,id,title,overview,release_date,popularity,vote_average,vote_count
4819,339988,The Circle,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity.",2017-04-27,2.8338,5.518,4479
4820,592,The Conversation,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",1974-04-07,4.0567,7.5,1878
4821,376867,Moonlight,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",2016-10-21,3.5095,7.37,7235
4822,11393,The Natural,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,1984-05-11,2.37,6.908,616
4823,757579,StarLight Joey Yung Live 2008,,2008-01-25,1.9378,0.0,0
4824,12133,Step Brothers,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",2008-07-25,3.9679,6.553,3219
4825,10610,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,2003-08-15,2.6677,5.611,1124
4826,10336,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997-07-31,3.3978,5.423,1395
4827,283350,Before We Go,A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.,2014-09-04,2.2412,6.744,1839
4828,846,The X-Files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",1998-06-19,3.3499,6.888,1682
4829,258480,Carol,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",2015-11-20,4.4668,7.5,3801
4830,321697,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",2015-10-09,2.7771,6.776,4212
4831,11937,The Gods Must Be Crazy II,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a couple of soldiers trying to capture each other and a pilot and passenger of a small plane, who are each having a few problems of their own.",1989-07-01,3.3719,7.086,512
4832,24831,Piranha,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",1978-08-03,3.4338,6.0,699
4833,8373,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009-06-19,3.79,6.205,8777
4834,614295,Aunt's Temptation 2,"Se-min lives alone. He was having a good time with his girlfriend, Mi-ho, when they suddenly feel someone's eyes on them and turn around to see a woman looking at them with a blank face.  It turns out the woman is Se-min's mother's friend, Ji-hye. She's packed up her things from abroad and moved back to Korea very suddenly. She'd called her childhood friend, Se-min's mother, and they decided she would live with Se-min for 3 days. Mi-ho is angry about Ji-hye.  She tells Se-min to make her leave, but he can't do that and Mi-ho leaves angrily. Se-min and Ji-hye are living together for 3 days. Ji-hye comforts Se-min with some drinks, but he blacks out, only to wake up the next day and retrace his memory to the hot night they had.",2019-07-05,2.8067,5.333,6
4835,11806,Beethoven,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",1992-04-03,3.922,5.83,2142
4836,350499,Pokémon the Movie: Hoopa and the Clash of Ages,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",2015-07-18,2.4346,6.753,292
4837,22843,Evangelion: 2.0 You Can (Not) Advance,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.",2009-06-26,2.6756,7.8,917
4838,1101448,Unstoppable,"With the unwavering love and support of his devoted mother Judy and the encouragement of his coaches, Anthony Robles fights through adversity to earn a spot on the Arizona State Wrestling team. But it will demand everything he has, physically and mentally, to achieve his ultimate quest to become an NCAA Champion.",2024-12-06,3.0267,5.1,147
4839,50126,Fallen,"For high schooler Aaron Corbett, turning 18 means becoming not just a man but a nephilim, too -- half human, half angel, with supernatural abilities.",2006-07-23,2.8834,6.9,129
4840,829051,About My Father,"Encouraged by his girlfriend Ellie, Sebastian and his Italian immigrant father, Salvo, spend the 4th of July weekend with her wealthy and exceedingly eccentric family. The gathering soon develops into a culture clash, allowing father and son to discover the true meaning of family.",2023-05-25,3.0059,6.068,358
4841,15371,Lupin the Third: The Castle of Cagliostro,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",1979-07-06,2.8448,7.513,1069
4842,1340355,Under Ninja,"The once-proud Japanese Ninja disappeared after the war when GHQ disbanded their organization.However, in reality ninjas still exist secretly and it is said that there are 200 thousand of them.And some elite ninjas are secretly operating behind the scenes in national-level struggles.On the other hand, grassroots ninjas often cannot find jobs, and one of them, Yun Yin Jiu Lang, also lives a life similar to that of the NEET generation.However, there is finally a major ""endurance"" around Ninomaru!",2025-01-24,2.8596,7.8,4
4843,8875,Timber Falls,"A weekend of camping in the mountains becomes an excursion into hell for a young couple, who become pawns in a grotesque plot hatched by deranged locals.",2007-12-07,2.9873,5.205,156
4844,451011,Secondhand Hearts,"A photographer on a trip to Japan meets a fellow American woman and they quickly fall in love. However, when he returns home to the US, he discovers that she is his girlfriend's older sister.",2017-04-06,2.8224,8.0,2
4845,617505,Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2020-10-07,2.9727,5.923,1681
4846,878361,Big George Foreman,"Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit. But when he sees his community struggling spiritually and financially, Foreman returns to the ring and makes history by reclaiming his title, becoming the oldest and most improbable World Heavyweight Boxing Champion ever.",2023-04-27,3.0654,7.521,316
4847,8831,Timecop,"In 2004, an officer for a security agency that regulates time travel must fend for his life against a shady politician who has a tie to his past.",1994-09-15,3.2469,6.017,1217
4848,9711,Species III,"After she delivers her child in an ambulance, alien Eve is killed by a half-breed. Fortunately, Dr. Abbot scoops up the baby alien and escapes. In time, the baby grows into a gorgeous blonde named Sara and begins her quest to find a worthy mate. But Sara is also savage and leaves a trail of deaths in her wake. This carnage makes chemistry student Dean question whether to help her race or not.",2005-01-14,2.2618,5.217,431
4849,9896,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",2001-08-17,3.4212,6.276,1856
4850,128339,Lover Boy,"A young man gets a pleasant surprise when a comely ""relative"" agrees to teach him the rudiments of sex.",1975-03-27,3.4288,4.854,24
4851,1075515,Sandwich,"A newly wed couple invites a woman for threesome. Unknown to them someone is watching their sexcapade. When the threesome becomes foursome, that's when chaos begins.",2023-05-19,2.939,4.75,4
4852,396378,Supreme,"A taxi driver and orphan join a battle to save royal heirs from a corrupt, greedy businessman.",2016-05-05,2.7388,5.462,13
4853,10653,The Seven Year Itch,"With his family away for their annual summer holiday, a publishing executive decides to live a bachelor's life. The beautiful but ditzy blonde from the apartment above catches his eye and they soon start spending time together—maybe a little too much time!",1955-06-03,2.3624,7.1,926
4854,19899,Couples Retreat,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",2009-09-19,3.0959,5.56,2015
4855,41280,Private Lessons,"Phillip Filmore is a naive, 15-year-old, preoccupied with sex, who develops a crush on Nicole Mallow, the new 30-something, French housekeeper and sitter to look after him when Phillip's father is out of town for the summer on a ""business"" trip. But Mr. Filmore's unscrupulous chauffeur, Lester Lewis, takes advantage of Phillip's crush on Nicole to hire her to seduce the youth, then draws her into a plot to fake her own death in a blackmail scheme aimed to drain Phillip's trust fund.",1981-05-01,3.5983,5.8,123
4856,1114738,Boneyard,"After Police Chief Carter discovers the remains of eleven women, FBI Special Agent Petrovick is recruited to profile the serial killer responsible for the infamous ""boneyard"" killings. As the police force, narcotics agency, and FBI lock horns, a tangled web of intrigue turns everyone into a suspect.",2024-07-05,3.212,5.5,127
4857,10756,The Haunted Mansion,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",2003-11-26,3.3558,5.683,2068
4858,587272,Father There Is Only One,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",2019-08-02,2.8543,7.662,745
4859,26594,The Secret,"Interviews with leading authors, philosophers and scientists, with an in-depth discussion of the Law of Attraction. The audience is shown how they can learn and use 'The Secret' in their everyday lives.",2006-03-26,2.0841,6.556,369
4860,26594,The Secret,"Interviews with leading authors, philosophers and scientists, with an in-depth discussion of the Law of Attraction. The audience is shown how they can learn and use 'The Secret' in their everyday lives.",2006-03-26,2.0841,6.556,369
4861,932420,Code 8 Part II,"In a world where superpowered people are heavily policed by robots, an ex-con teams up with a drug lord he despises to protect a teen from a corrupt cop.",2024-02-27,2.6554,6.364,634
4862,414419,Kill Bill: The Whole Bloody Affair,"An assassin is shot and almost killed by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",2006-03-27,2.732,7.998,1066
4863,939335,Muzzle,"LAPD K-9 officer Jake Rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. As he investigates the shooter’s identity, he uncovers a vast conspiracy that has a choke-hold on the city in this thrilling journey through the tangled streets of Los Angeles and the corrupt bureaucracy of the LAPD.",2023-09-29,3.0342,6.48,299
4864,952062,Recep Ivedik 7,"Recep and Nurullah decide to go village house, which is inherited from his grandma. Recep finds out the existence of a big project, that will damage the village and the surrounding forests. Villagers will fight against the project with Recep's leadership.",2022-12-09,2.8076,5.992,62
4865,610465,Sweden Porno: Blonde Animal,"The woman gets entangled with joy and euphoria. Romantic porn that depicts the reality of a swamping couple swapping in Scandinavia! Along with Norway, which is called the country of the night, on the Scandinavian peninsula, Sweden is known worldwide as a free sex developed country, now with the advent of the sex liberation era",1972-03-11,3.0128,4.0,2
4866,2619,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",1984-03-09,3.0402,6.3,1401
4867,937941,Shelby Oaks,A woman's desperate search for her long-lost sister falls into obsession after she realizes that the imaginary demon from their childhood may have been real.,2025-10-02,3.059,0.0,0
4868,26593,Rio Lobo,"After the Civil War, a former Union colonel searches for the two traitors whose perfidy led to the loss of a close friend.",1970-04-01,2.3371,6.43,270
4869,667717,Deep Sea,"Shenxiu has felt a deep sadness since her mother left. A storm plunges her into a dreamlike world of swirling colour. Led by the Hyjinx, and joined by inventive underwater chef Nanhe, she embarks on a quest to find solace in the Eye of the Deep Sea.",2023-01-22,2.457,6.916,125
4870,629078,The Glassworker,A young glassworker-in-training living with his pacifist father finds his apprenticeship upended by an impending war and the arrival of an army colonel to their seaside town.,2024-07-26,3.1333,7.204,27
4871,8676,Fool's Gold,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch, hired by rapper-turned-gangster Bigg Bunny, will stop at nothing to beat him to it.",2008-02-07,3.0763,5.784,1513
4872,40108,Emmanuelle: Queen of Sados,"A woman struggles to keep her stepdaughter from harms way after she hires an assassin to kill her husband, but the hitman turns and blackmails her for the crime.",1980-02-01,2.828,6.3,117
4873,9878,The Boy in the Plastic Bubble,"Tod Lubitch is born with a deficient immune system. As such, he must spend the rest of his life in a completely sterile environment. His room is completely hermetically sealed against bacteria and virus, his food is specially prepared, and his only human contact comes in the form of gloved hands. The movie follows his life into a teenager.",1976-11-12,1.5509,5.6,110
4874,35558,Starstruck,"Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career.",2010-02-14,2.7679,7.031,1204
4875,866275,Journey of My Heart,"Abby, a wildlife biologist, travels to remote Alaska where she finds inspirational guidance from a Native American family and possible romance from a rugged wilderness guide.",2021-09-04,1.3739,7.3,21
4876,54318,The Water Horse,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,2007-12-25,3.0628,6.541,1086
4877,1301988,Cita,A young woman who secretly sleeps with her husband’s son. The two form an alliance to kill her husband but fate has other plans for Cita.,2024-06-18,3.0806,5.714,7
4878,2291,Jacob's Ladder,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness.",1990-11-02,3.2277,7.362,1731
4879,345920,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016-12-15,2.8461,7.219,5453
4880,681019,Nobody Sleeps in the Woods Tonight,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",2020-03-20,2.4744,5.238,687
4881,16562,The Cutting Edge,"Two former Olympians, one a figure skater and the other a hockey player, pin their hopes of one last shot at Olympic glory on one another. That is, of course, if they can keep from killing each other in the process...",1992-03-27,2.0176,7.2,371
4882,271706,Big Fish & Begonia,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",2016-07-08,2.9756,7.399,454
4883,32812,Doing Hard Time,A father's eight year old son is murdered in a gangland shooting. The father (Boris Kodjoe) gets himself thrown into prison to avenge his son's death.,2004-11-23,2.4682,5.0,53
4884,34653,A Single Man,"Set in Los Angeles in 1962, at the height of the Cuban missile crisis, is the story of a British college professor who dwells on the past and cannot see his future. We follow him through a single day, where a series of events and encounters ultimatley lead him to decide if there is a meaning to life after the death of his long time partner, Jim.",2009-12-11,2.7288,7.276,1588
4885,1219555,Wunderschöner,"The main thing is sexy - no matter whether thin, fat, what skin color, young, old, we can all be sexy in different ways. Almost every woman grows up having to work on herself in order to remain desirable. Why? What if we stopped pushing ourselves into a sexy pose with all our might? What if we no longer fought for the right to be sexy, but were truly free? What if we stopped investing all our time and energy in being heard and the world started to hear us? A modern movie about modern women and men - who might be able to find a common language.",2025-02-13,2.9452,7.964,28
4886,981240,Hitozuma ichiban! Futarikiri Tonight,"Midsummer, a housewife in a rural town, was asked by a passing movie director, Wada, to ""become an actress!"" And made a big decision to move to Tokyo. On the other hand, Wada, who had forgotten about such a thing, read the script written by the unsold scriptwriter Ippei and supported it. Ippei is depressed. It was midsummer who visited there, but Wada, who was not in the corner of her memory, was not so happy, and midsummer who lost her place was living together for a while with Ippei and her acting special training and script cooperation of love affairs. To start. The two of them try to make Wada blow a bubble, but Ippei gets out of touch with the sex appeal of midsummer.",2021-03-12,3.0501,0.0,0
4887,424781,Sorry to Bother You,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",2018-07-06,2.9949,6.798,1629
4888,64639,Straw Dogs,A young couple moves to a quaint southern town. Soon their perfect getaway turns out to become a living hell when dark secrets and lethal passions spiral out of control.,2011-09-16,2.7199,5.914,587
4889,397298,Sexorcist,"Silhouettes are robots controlled by human thoughts, originally created to help mankind. When human thoughts turn lustful, Silhouettes can be very dangerous! Rika and Sandy, two Silhouette scientists, are drawn into the world of sex crime, to uncover the evil men who have perverted their creations and they will become the next victims of the lusty Silhouettes.  Based on the game by Forest",1996-05-21,2.6765,5.333,3
4890,833339,Speak No Evil,A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.,2022-03-17,3.2107,6.659,966
4891,10649,The Enforcer,"Dirty Harry Callahan returns again, this time saddled with a rookie female partner. Together, they must stop a terrorist group consisting of angry Vietnam veterans.",1976-12-16,3.222,6.726,920
4892,1396,Mirror,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",1975-03-07,2.8409,7.956,1010
4893,45921,Haunted Echoes,"Laura (Sean Young) and Guy (David Starzyk) are devastated by grief when their 8-year-old daughter, Kimberly, is murdered. Hoping to repair their tattered marriage, they move to a quiet town to remodel an old mansion, but weird things start to happen in this eerie ghost story. Laura is convinced that they are being visited Kimberly's spirit, and Guy ultimately believes her, but is it really their daughter who is urging them to seek vengeance?",2008-11-20,2.5278,4.188,8
4894,11529,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",2002-09-26,3.5438,6.406,1585
4895,536115,Godzilla: The Planet Eater,"With no means for defeating Godzilla Earth, mankind watches as King Ghidorah, clad in a golden light, descends on the planet. The heavens and earth shake once again as the war moves to a higher dimension.",2018-11-09,2.2806,6.5,373
4896,21407,The Collector,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",2009-07-09,4.0036,6.606,1548
4897,428399,Cold Skin,A young man who arrives at a remote island finds himself trapped in a battle for his life.,2017-10-20,3.1807,6.286,659
4898,43141,The Matchmaker,Thornton Wilder's tale of a matchmaker who desires the man she's supposed to be pairing with another woman.,1958-07-23,3.2158,7.033,15
4899,121514,Miracolo italiano,"7 segments about life in 1990s Italy: two MPs from the opposite sides of the political spectrum spend the night together; during their honeymoon, a woman cheats on her husband with her favorite soap opera star; a married man pretends to be ill to seduce his younger nurse; a family discovers that their son's beautiful fiancée is transgender; an unsatisfied single woman is duped by her celebrity crush for Kevin Costner; two best friends want to have fun; a couple on a tropical holiday is fascinated by their indigenous masseuse.",1994-12-21,2.9351,4.121,29
4900,121514,Miracolo italiano,"7 segments about life in 1990s Italy: two MPs from the opposite sides of the political spectrum spend the night together; during their honeymoon, a woman cheats on her husband with her favorite soap opera star; a married man pretends to be ill to seduce his younger nurse; a family discovers that their son's beautiful fiancée is transgender; an unsatisfied single woman is duped by her celebrity crush for Kevin Costner; two best friends want to have fun; a couple on a tropical holiday is fascinated by their indigenous masseuse.",1994-12-21,2.9351,4.121,29
4901,654571,How to Train Your Dragon: Snoggletog Log,"When Hiccup and Toothless begin sharing stories of their special relationship with their respective families as they prepare for the Snoggletog Festival, it quickly becomes clear that the new generation of Vikings don’t remember the bond between dragon and human.",2019-12-05,3.0233,7.085,59
4902,1204892,Picture This,"Single and without a man on the horizon, Pia runs a failing photography studio in London with her best friend Jay. As her sister Sonal prepares for marriage and her mother Laxmi urges her to partner up, a spiritual guru predicts Pia will meet the love of her life among her next five dates. With her family intervening, Pia embarks on a hilarious yet heartfelt quest for love.",2025-03-05,2.5756,6.117,141
4903,10294,Vacancy,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",2007-04-20,3.0348,6.278,1522
4904,8859,"Dude, Where's My Car?",Two stoners wake up after a night of partying and cannot remember where they parked their car.,2000-12-15,2.7997,5.551,1948
4905,1093995,Chief of Station,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy that challenges everything he thought he knew.",2024-05-02,3.2136,6.164,207
4906,1356587,The Lychee Road,"During the Tianbao period of the Tang Dynasty, Li Shande, a petty official in Chang'an, was suddenly given a task to bring fresh lychees from Lingnan. The lychee is perishable, and becomes tasteless three days after it leaves the branch, and Lingnan is more than 5,000 miles away from Chang'an, so this is an impossible task. But for the sake of his wife and daughter at home, Li Shande was determined to give it a try.",2025-07-12,2.5583,7.7,7
4907,2661,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,1966-07-30,2.5085,6.4,993
4908,626872,Emergency Declaration,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",2022-08-03,2.6293,7.515,391
4909,1337309,Bangkok Breaking: Heaven and Hell,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.",2024-09-26,2.7277,6.7,68
4910,853376,Villa Maids,"The second generation of a chaebol was exiled to a rural villa because of a mistake. However, it only brought fun and excitement to another world that unfolds there.",2021-05-21,2.7149,2.5,2
4911,97365,Rust and Bone,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.",2012-05-17,2.968,7.2,1412
4912,420821,Chip 'n Dale: Rescue Rangers,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",2022-05-20,2.7315,6.999,1291
4913,12120,My Stepmother Is an Alien,"Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.",1988-12-09,2.9485,5.7,538
4914,15144,Sixteen Candles,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.",1984-05-04,3.4233,6.757,2123
4915,109431,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",2013-02-07,2.6753,5.857,3377
4916,391907,Purpose of Cohabitation,"Seung-gu and Yoon-hye enjoy the honeymoon. The photographer, Seung-gu, sells a glance with his senior cousin who is a neighbor cousin on his way to work. Yoon Hye, who has no hesitation in managing her body, goes to the gym for a workout and hears the breakup of Tae Joon, the PT in charge. Tae-jun, who was living in the girlfriend's house, is kicked out with a breakup, and to Tae-jun, where he can't go, Yoon-hye rents out a room for his newlyweds to cover the repair cost of the ride. Offer your own rent. And their purposeful cohabitation begins…",2016-03-07,2.8688,4.75,4
4917,22947,Up in the Air,"Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.",2009-12-04,3.6327,6.879,3761
4918,1226281,Pantasya ni Tami,"Tami, with the help of her fubu photographer, Ken, sells sexy photos of herself. When she meets her fan, Gelo, who loves her as she is, she is torn whether to leave cosplaying or leave Gelo.",2024-01-26,2.9528,4.5,4
4919,5991,The Last Laugh,"An aging doorman, after being fired from his prestigious job at a luxurious hotel, is forced to face the scorn of his friends, neighbours and society.",1924-12-23,1.5361,7.8,325
4920,1226281,Pantasya ni Tami,"Tami, with the help of her fubu photographer, Ken, sells sexy photos of herself. When she meets her fan, Gelo, who loves her as she is, she is torn whether to leave cosplaying or leave Gelo.",2024-01-26,2.9528,4.5,4
4921,5991,The Last Laugh,"An aging doorman, after being fired from his prestigious job at a luxurious hotel, is forced to face the scorn of his friends, neighbours and society.",1924-12-23,1.5361,7.8,325
4922,335462,Wolf Warrior,A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.,2015-04-02,2.3501,6.198,253
4923,16307,The Wicker Man,"Police sergeant Neil Howie is called to an island village in search of a missing girl whom the locals claim never existed. Stranger still, however, are the rituals that take place there.",1973-12-06,3.1489,7.3,1503
4924,9564,Asterix & Obelix Take on Caesar,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.",1999-02-03,3.0187,6.008,1953
4925,18667,Swordsman III: The East Is Red,"A royal official accompanies a Portuguese warship to the Black Cliffs to see the site of the defeat of the evil Invincible Asia, who attained supernatural abilities by following the sacred scroll and castrating himself.",1993-08-04,2.2031,6.01,50
4926,396371,Molly's Game,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",2017-12-07,3.5208,7.148,3826
4927,9272,The Good Son,"A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.",1993-09-24,3.1292,6.771,985
